"","Npredator","Nprey","Nconsumed.mean","Nconsumed.se","n","Time"
"1",1,1,0.24,0.07,42,48
"2",1,5,1.33,0.27,42,48
"3",1,10,3.36,0.48,42,48
"4",1,20,5.14,0.89,42,48
"5",1,30,5.64,1.08,42,48
"6",1,40,6.92,1.29,42,48
"7",1,50,9.9,1.34,42,48
"8",1,60,9.22,1.18,42,48
"9",5,5,3.55,0.25,24,48
"10",5,25,15.05,1.1,24,48
"11",5,50,27.35,1.95,24,48
"12",5,100,36.05,4,24,48
"13",5,150,39.65,5.05,24,48
"14",5,200,49.5,5.95,24,48
"15",5,250,49.25,3.65,24,48
"16",5,300,51.7,4.6,24,48
