"","Npredator","Nprey","Nconsumed","Time"
"1",2.86,5400,19,661.46
"2",4.57,17300,32,791.59
"3",14.28,16400,47,1044.53
"4",17.14,13500,62,1213.18
"5",8,7500,40,984.67
"6",4.29,1100,25,1427.93
"7",2,1100,16,1119.4
"8",2.6,2700,11,633.91
"9",2.6,6300,50,889.59
"10",5.43,12100,11,166.71
