"","Npredator","Nprey","Nconsumed","Time"
"1",1,2,0,8
"2",1,4,0,8
"3",1,8,0,8
"4",1,16,1,8
"5",1,32,2,8
"6",1,2,0,8
"7",1,4,0,8
"8",1,8,0,8
"9",1,16,1,8
"10",1,32,2,8
"11",1,2,0,8
"12",1,4,0,8
"13",1,8,0,8
"14",1,16,1,8
"15",1,32,3,8
"16",1,2,0,8
"17",1,4,0,8
"18",1,8,0,8
"19",1,16,1,8
"20",1,32,3,8
"21",1,2,0,8
"22",1,4,0,8
"23",1,8,0,8
"24",1,16,1,8
"25",1,32,3,8
"26",5,2,0,8
"27",5,4,0,8
"28",5,8,1,8
"29",5,16,3,8
"30",5,32,10,8
"31",5,2,0,8
"32",5,4,0,8
"33",5,8,0,8
"34",5,16,3,8
"35",5,32,14,8
"36",5,2,0,8
"37",5,4,0,8
"38",5,8,0,8
"39",5,16,5,8
"40",5,32,14,8
"41",5,2,0,8
"42",5,4,0,8
"43",5,8,0,8
"44",5,16,6,8
"45",5,32,12,8
"46",5,2,0,8
"47",5,4,0,8
"48",5,8,1,8
"49",5,16,7,8
"50",5,32,8,8
"51",10,2,0,8
"52",10,4,0,8
"53",10,8,1,8
"54",10,16,4,8
"55",10,32,14,8
"56",10,2,0,8
"57",10,4,0,8
"58",10,8,2,8
"59",10,16,4,8
"60",10,32,12,8
"61",10,2,0,8
"62",10,4,1,8
"63",10,8,1,8
"64",10,16,5,8
"65",10,32,12,8
"66",10,2,0,8
"67",10,4,0,8
"68",10,8,0,8
"69",10,16,4,8
"70",10,32,13,8
"71",10,2,0,8
"72",10,4,0,8
"73",10,8,1,8
"74",10,16,6,8
"75",10,32,16,8
"76",15,2,0,8
"77",15,4,0,8
"78",15,8,1,8
"79",15,16,5,8
"80",15,32,12,8
"81",15,2,0,8
"82",15,4,0,8
"83",15,8,1,8
"84",15,16,5,8
"85",15,32,11,8
"86",15,2,0,8
"87",15,4,0,8
"88",15,8,1,8
"89",15,16,4,8
"90",15,32,12,8
"91",15,2,0,8
"92",15,4,0,8
"93",15,8,3,8
"94",15,16,4,8
"95",15,32,10,8
"96",15,2,0,8
"97",15,4,0,8
"98",15,8,0,8
"99",15,16,10,8
"100",15,32,16,8
"101",20,2,0,8
"102",20,4,1,8
"103",20,8,1,8
"104",20,16,3,8
"105",20,32,8,8
"106",20,2,0,8
"107",20,4,0,8
"108",20,8,2,8
"109",20,16,5,8
"110",20,32,12,8
"111",20,2,0,8
"112",20,4,0,8
"113",20,8,1,8
"114",20,16,5,8
"115",20,32,15,8
"116",20,2,0,8
"117",20,4,0,8
"118",20,8,0,8
"119",20,16,6,8
"120",20,32,16,8
"121",20,2,0,8
"122",20,4,1,8
"123",20,8,2,8
"124",20,16,4,8
"125",20,32,8,8
