"","Npredator","Nprey","Nconsumed","Time"
"1",2,20,1,90
"2",2,20,0,90
"3",2,20,0,90
"4",2,20,0,90
"5",2,20,2,90
"6",2,20,1,90
"7",2,20,0,90
"8",2,20,1,90
"9",2,20,1,90
"10",2,20,0,90
"11",2,40,1,90
"12",2,40,2,90
"13",2,40,1,90
"14",2,40,1,90
"15",2,40,2,90
"16",2,40,1,90
"17",2,40,1,90
"18",2,40,1,90
"19",2,40,1,90
"20",2,40,2,90
"21",2,60,2,90
"22",2,60,1,90
"23",2,60,3,90
"24",2,60,2,90
"25",2,60,2,90
"26",2,60,3,90
"27",2,60,1,90
"28",2,60,2,90
"29",2,60,2,90
"30",2,60,1,90
"31",2,80,1,90
"32",2,80,4,90
"33",2,80,2,90
"34",2,80,2,90
"35",2,80,4,90
"36",2,80,2,90
"37",2,80,4,90
"38",2,80,1,90
"39",2,80,2,90
"40",2,80,4,90
"41",2,100,2,90
"42",2,100,4,90
"43",2,100,4,90
"44",2,100,4,90
"45",2,100,4,90
"46",2,100,2,90
"47",2,100,1,90
"48",2,100,4,90
"49",2,100,3,90
"50",2,100,4,90
"51",2,120,2,90
"52",2,120,5,90
"53",2,120,3,90
"54",2,120,4,90
"55",2,120,3,90
"56",2,120,4,90
"57",2,120,4,90
"58",2,120,4,90
"59",2,120,4,90
"60",2,120,4,90
"61",2,140,5,90
"62",2,140,3,90
"63",2,140,4,90
"64",2,140,6,90
"65",2,140,5,90
"66",2,140,4,90
"67",2,140,3,90
"68",2,140,4,90
"69",2,140,4,90
"70",2,140,5,90
"71",2,160,5,90
"72",2,160,4,90
"73",2,160,2,90
"74",2,160,4,90
"75",2,160,6,90
"76",2,160,6,90
"77",2,160,5,90
"78",2,160,6,90
"79",2,160,5,90
"80",2,160,6,90
"81",2,180,4,90
"82",2,180,5,90
"83",2,180,6,90
"84",2,180,6,90
"85",2,180,4,90
"86",2,180,5,90
"87",2,180,6,90
"88",2,180,7,90
"89",2,180,5,90
"90",2,180,6,90
"91",2,200,7,90
"92",2,200,6,90
"93",2,200,6,90
"94",2,200,8,90
"95",2,200,7,90
"96",2,200,4,90
"97",2,200,5,90
"98",2,200,5,90
"99",2,200,7,90
"100",2,200,5,90
"101",3,20,1,90
"102",3,20,2,90
"103",3,20,0,90
"104",3,20,2,90
"105",3,20,0,90
"106",3,20,1,90
"107",3,20,2,90
"108",3,20,1,90
"109",3,20,0,90
"110",3,20,1,90
"111",3,40,1,90
"112",3,40,1,90
"113",3,40,3,90
"114",3,40,3,90
"115",3,40,2,90
"116",3,40,3,90
"117",3,40,3,90
"118",3,40,1,90
"119",3,40,1,90
"120",3,40,2,90
"121",3,60,3,90
"122",3,60,5,90
"123",3,60,1,90
"124",3,60,2,90
"125",3,60,6,90
"126",3,60,4,90
"127",3,60,1,90
"128",3,60,3,90
"129",3,60,3,90
"130",3,60,1,90
"131",3,80,1,90
"132",3,80,3,90
"133",3,80,6,90
"134",3,80,1,90
"135",3,80,1,90
"136",3,80,6,90
"137",3,80,6,90
"138",3,80,6,90
"139",3,80,3,90
"140",3,80,5,90
"141",3,100,6,90
"142",3,100,5,90
"143",3,100,3,90
"144",3,100,6,90
"145",3,100,3,90
"146",3,100,3,90
"147",3,100,6,90
"148",3,100,3,90
"149",3,100,6,90
"150",3,100,6,90
"151",3,120,7,90
"152",3,120,3,90
"153",3,120,7,90
"154",3,120,6,90
"155",3,120,3,90
"156",3,120,7,90
"157",3,120,6,90
"158",3,120,6,90
"159",3,120,6,90
"160",3,120,5,90
"161",3,140,5,90
"162",3,140,6,90
"163",3,140,8,90
"164",3,140,7,90
"165",3,140,9,90
"166",3,140,6,90
"167",3,140,8,90
"168",3,140,5,90
"169",3,140,6,90
"170",3,140,5,90
"171",3,160,6,90
"172",3,160,7,90
"173",3,160,6,90
"174",3,160,9,90
"175",3,160,6,90
"176",3,160,7,90
"177",3,160,7,90
"178",3,160,9,90
"179",3,160,7,90
"180",3,160,9,90
"181",3,180,8,90
"182",3,180,7,90
"183",3,180,8,90
"184",3,180,7,90
"185",3,180,9,90
"186",3,180,7,90
"187",3,180,9,90
"188",3,180,10,90
"189",3,180,7,90
"190",3,180,8,90
"191",3,200,10,90
"192",3,200,9,90
"193",3,200,9,90
"194",3,200,9,90
"195",3,200,9,90
"196",3,200,11,90
"197",3,200,6,90
"198",3,200,9,90
"199",3,200,8,90
"200",3,200,9,90
"201",4,20,2,90
"202",4,20,1,90
"203",4,20,1,90
"204",4,20,1,90
"205",4,20,2,90
"206",4,20,0,90
"207",4,20,2,90
"208",4,20,1,90
"209",4,20,1,90
"210",4,20,2,90
"211",4,40,2,90
"212",4,40,1,90
"213",4,40,6,90
"214",4,40,5,90
"215",4,40,1,90
"216",4,40,1,90
"217",4,40,2,90
"218",4,40,1,90
"219",4,40,2,90
"220",4,40,5,90
"221",4,60,2,90
"222",4,60,3,90
"223",4,60,2,90
"224",4,60,2,90
"225",4,60,6,90
"226",4,60,3,90
"227",4,60,2,90
"228",4,60,8,90
"229",4,60,2,90
"230",4,60,8,90
"231",4,80,5,90
"232",4,80,4,90
"233",4,80,4,90
"234",4,80,8,90
"235",4,80,4,90
"236",4,80,7,90
"237",4,80,4,90
"238",4,80,4,90
"239",4,80,8,90
"240",4,80,4,90
"241",4,100,5,90
"242",4,100,5,90
"243",4,100,7,90
"244",4,100,5,90
"245",4,100,8,90
"246",4,100,4,90
"247",4,100,8,90
"248",4,100,9,90
"249",4,100,8,90
"250",4,100,5,90
"251",4,120,9,90
"252",4,120,10,90
"253",4,120,5,90
"254",4,120,9,90
"255",4,120,6,90
"256",4,120,9,90
"257",4,120,6,90
"258",4,120,8,90
"259",4,120,6,90
"260",4,120,6,90
"261",4,140,10,90
"262",4,140,8,90
"263",4,140,7,90
"264",4,140,8,90
"265",4,140,9,90
"266",4,140,9,90
"267",4,140,9,90
"268",4,140,7,90
"269",4,140,9,90
"270",4,140,10,90
"271",4,160,11,90
"272",4,160,9,90
"273",4,160,10,90
"274",4,160,10,90
"275",4,160,11,90
"276",4,160,10,90
"277",4,160,8,90
"278",4,160,10,90
"279",4,160,10,90
"280",4,160,9,90
"281",4,180,11,90
"282",4,180,14,90
"283",4,180,8,90
"284",4,180,11,90
"285",4,180,11,90
"286",4,180,11,90
"287",4,180,11,90
"288",4,180,11,90
"289",4,180,8,90
"290",4,180,12,90
"291",4,200,12,90
"292",4,200,12,90
"293",4,200,16,90
"294",4,200,12,90
"295",4,200,12,90
"296",4,200,12,90
"297",4,200,8,90
"298",4,200,12,90
"299",4,200,9,90
"300",4,200,14,90
"301",5,20,2,90
"302",5,20,1,90
"303",5,20,2,90
"304",5,20,2,90
"305",5,20,1,90
"306",5,20,2,90
"307",5,20,1,90
"308",5,20,3,90
"309",5,20,1,90
"310",5,20,2,90
"311",5,40,2,90
"312",5,40,3,90
"313",5,40,5,90
"314",5,40,2,90
"315",5,40,4,90
"316",5,40,2,90
"317",5,40,4,90
"318",5,40,2,90
"319",5,40,5,90
"320",5,40,3,90
"321",5,60,7,90
"322",5,60,4,90
"323",5,60,5,90
"324",5,60,4,90
"325",5,60,7,90
"326",5,60,4,90
"327",5,60,4,90
"328",5,60,3,90
