"","Npredator","Nprey","Nconsumed","Time"
"168",3,140,28,90
"169",3,140,36,90
"170",3,140,37,90
"171",3,160,28,90
"172",3,160,40,90
"173",3,160,45,90
"174",3,160,41,90
"175",3,160,32,90
"176",3,160,37,90
"177",3,160,33,90
"178",3,160,44,90
"179",3,160,31,90
"180",3,160,44,90
"181",3,180,44,90
"182",3,180,37,90
"183",3,180,44,90
"184",3,180,47,90
"185",3,180,40,90
"186",3,180,35,90
"187",3,180,39,90
"188",3,180,37,90
"189",3,180,48,90
"190",3,180,31,90
"191",3,200,48,90
"192",3,200,40,90
"193",3,200,45,90
"194",3,200,47,90
"195",3,200,48,90
"196",3,200,42,90
"197",3,200,46,90
"198",3,200,35,90
"199",3,200,43,90
"200",3,200,32,90
"201",4,20,7,90
"202",4,20,8,90
"203",4,20,9,90
"204",4,20,7,90
"205",4,20,9,90
"206",4,20,6,90
"207",4,20,7,90
"208",4,20,7,90
"209",4,20,8,90
"210",4,20,10,90
"211",4,40,14,90
"212",4,40,18,90
"213",4,40,18,90
"214",4,40,16,90
"215",4,40,10,90
"216",4,40,18,90
"217",4,40,18,90
"218",4,40,14,90
"219",4,40,12,90
"220",4,40,10,90
"221",4,60,22,90
"222",4,60,23,90
"223",4,60,18,90
"224",4,60,24,90
"225",4,60,20,90
"226",4,60,24,90
"227",4,60,23,90
"228",4,60,16,90
"229",4,60,22,90
"230",4,60,18,90
"231",4,80,26,90
"232",4,80,30,90
"233",4,80,23,90
"234",4,80,24,90
"235",4,80,20,90
"236",4,80,33,90
"237",4,80,29,90
"238",4,80,27,90
"239",4,80,27,90
"240",4,80,27,90
"241",4,100,28,90
"242",4,100,34,90
"243",4,100,29,90
"244",4,100,33,90
"245",4,100,34,90
"246",4,100,36,90
"247",4,100,30,90
"248",4,100,25,90
"249",4,100,32,90
"250",4,100,35,90
"251",4,120,39,90
"252",4,120,34,90
"253",4,120,29,90
"254",4,120,44,90
"255",4,120,35,90
"256",4,120,36,90
"257",4,120,40,90
"258",4,120,29,90
"259",4,120,32,90
"260",4,120,42,90
"261",4,140,39,90
"262",4,140,43,90
"263",4,140,37,90
"264",4,140,34,90
"265",4,140,46,90
"266",4,140,45,90
"267",4,140,35,90
"268",4,140,41,90
"269",4,140,37,90
"270",4,140,45,90
"271",4,160,45,90
"272",4,160,48,90
"273",4,160,46,90
"274",4,160,41,90
"275",4,160,48,90
"276",4,160,44,90
"277",4,160,32,90
"278",4,160,48,90
"279",4,160,52,90
"280",4,160,36,90
"281",4,180,51,90
"282",4,180,48,90
"283",4,180,40,90
"284",4,180,53,90
"285",4,180,58,90
"286",4,180,39,90
"287",4,180,50,90
"288",4,180,40,90
"289",4,180,45,90
"290",4,180,50,90
"291",4,200,37,90
"292",4,200,61,90
"293",4,200,45,90
"294",4,200,52,90
"295",4,200,45,90
"296",4,200,55,90
"297",4,200,60,90
"298",4,200,55,90
"299",4,200,56,90
"300",4,200,40,90
"301",5,20,7,90
"302",5,20,5,90
"303",5,20,4,90
"304",5,20,8,90
"305",5,20,4,90
"306",5,20,7,90
"307",5,20,8,90
"308",5,20,4,90
"309",5,20,4,90
"310",5,20,4,90
"311",5,40,10,90
"312",5,40,8,90
"313",5,40,10,90
"314",5,40,11,90
"315",5,40,10,90
"316",5,40,13,90
"317",5,40,12,90
"318",5,40,12,90
"319",5,40,11,90
"320",5,40,10,90
"321",5,60,18,90
"322",5,60,12,90
"323",5,60,17,90
"324",5,60,12,90
"325",5,60,15,90
"326",5,60,18,90
"327",5,60,15,90
"328",5,60,15,90
"329",5,60,18,90
"330",5,60,15,90
"331",5,80,18,90
"332",5,80,24,90
"333",5,80,15,90
"334",5,80,18,90
"335",5,80,18,90
"336",5,80,24,90
"337",5,80,18,90
"338",5,80,21,90
"339",5,80,22,90
"340",5,80,22,90
"341",5,100,21,90
"342",5,100,24,90
"343",5,100,20,90
"344",5,100,27,90
"345",5,100,27,90
"346",5,100,26,90
"347",5,100,24,90
"348",5,100,24,90
"349",5,100,24,90
"350",5,100,25,90
"351",5,120,31,90
"352",5,120,28,90
"353",5,120,27,90
"354",5,120,21,90
"355",5,120,33,90
"356",5,120,28,90
"357",5,120,27,90
"358",5,120,33,90
"359",5,120,30,90
"360",5,120,24,90
"361",5,140,34,90
"362",5,140,40,90
"363",5,140,25,90
"364",5,140,28,90
"365",5,140,35,90
"366",5,140,30,90
"367",5,140,35,90
"368",5,140,30,90
"369",5,140,30,90
"370",5,140,33,90
"371",5,160,39,90
"372",5,160,35,90
"373",5,160,36,90
"374",5,160,31,90
"375",5,160,34,90
"376",5,160,35,90
"377",5,160,37,90
"378",5,160,33,90
"379",5,160,39,90
"380",5,160,37,90
"381",5,180,50,90
"382",5,180,42,90
"383",5,180,40,90
"384",5,180,30,90
"385",5,180,25,90
"386",5,180,40,90
"387",5,180,45,90
"388",5,180,40,90
"389",5,180,33,90
"390",5,180,45,90
"391",5,200,53,90
"392",5,200,30,90
"393",5,200,45,90
"394",5,200,45,90
"395",5,200,40,90
"396",5,200,48,90
"397",5,200,43,90
"398",5,200,35,90
"399",5,200,35,90
"400",5,200,47,90
