"","Npredator","Nprey","Nconsumed.mean","Nconsumed.se","n","Time"
"1",3,100,31,0,1,24
"2",2,100,18,0,1,24
"3",2,100,14,0,1,24
"4",4,100,21,0,1,24
"5",3,100,14,0,1,24
"6",4,100,33,0,1,24
"7",3,100,15,0,1,24
"8",4,100,20,0,1,24
"9",1,10,1.237,0.725,4,24
"10",1,25,3.04,0.739,4,24
"11",1,50,6.672,1.191,4,24
"12",1,100,5.798,1.217,4,24
"13",1,200,7.881,1.501,4,24
