"","Npredator","Nprey","Nconsumed.mean","Nconsumed.se","n","Time"
"1",1,50,9.623,0.431,5,1
"2",2,50,11.698,0.916,5,1
"3",3,50,16.74,1.212,5,1
"4",4,50,17.788,0.972,5,1
"5",1,30,8.356,0.296,5,1
"6",2,30,8.356,0.808,5,1
"7",3,30,10.674,1.05,5,1
"8",4,30,14.664,0.648,5,1
"9",1,10,5.04,0.458,5,1
"10",2,10,4.798,0.592,5,1
"11",3,10,5.499,0.648,5,1
"12",4,10,7.008,1.184,5,1
