"","Npredator","Nprey","Nconsumed","Time"
"1",1,1,0,24
"2",4,1,1,24
"3",4,1,0,24
"4",4,1,0,24
"5",3,1,0,24
"6",1,1,1,24
"7",1,1,1,24
"8",3,1,0,24
"9",3,1,0,24
"10",1,1,1,24
"11",3,1,0,24
"12",2,1,0,24
"13",2,1,0,24
"14",2,1,0,24
"15",2,1,0,24
"16",4,1,0,24
"17",3,2,1,24
"18",3,2,0,24
"19",4,2,1,24
"20",1,2,0,24
"21",2,2,1,24
"22",2,2,1,24
"23",1,2,1,24
"24",1,2,1,24
"25",3,2,1,24
"26",3,2,2,24
"27",4,2,0,24
"28",2,2,0,24
"29",4,2,1,24
"30",1,2,0,24
"31",4,2,1,24
"32",2,2,2,24
"33",2,5,2,24
"34",3,5,2,24
"35",1,5,1,24
"36",2,5,3,24
"37",3,5,3,24
"38",2,5,3,24
"39",1,5,0,24
"40",3,5,2,24
"41",4,5,4,24
"42",4,5,2,24
"43",4,5,2,24
"44",2,5,1,24
"45",1,5,4,24
"46",1,5,3,24
"47",4,5,0,24
"48",3,5,4,24
"49",1,10,1,24
"50",4,10,8,24
"51",4,10,4,24
"52",3,10,6,24
"53",4,10,5,24
"54",2,10,8,24
"55",3,10,4,24
"56",1,10,3,24
"57",3,10,7,24
"58",2,10,10,24
"59",2,10,4,24
"60",3,10,5,24
"61",1,10,0,24
"62",1,10,2,24
"63",4,10,3,24
"64",2,10,5,24
"65",4,20,15,24
"66",3,20,12,24
"67",3,20,5,24
"68",3,20,14,24
"69",4,20,13,24
"70",2,20,10,24
"71",3,20,17,24
"72",4,20,10,24
"73",2,20,9,24
"74",4,20,12,24
"75",3,20,7,24
"76",4,20,10,24
"77",2,20,11,24
"78",1,20,7,24
"79",1,20,4,24
"80",1,20,12,24
"81",2,20,5,24
"82",1,20,1,24
"83",4,40,23,24
"84",4,40,28,24
"85",1,40,10,24
"86",1,40,17,24
"87",3,40,24,24
"88",3,40,22,24
"89",2,40,26,24
"90",1,40,2,24
"91",1,40,7,24
"92",3,40,21,24
"93",4,40,28,24
"94",2,40,18,24
"95",2,40,5,24
"96",3,40,19,24
"97",4,40,22,24
"98",2,40,15,24
"99",3,80,21,24
"100",1,80,25,24
"101",3,80,34,24
"102",3,80,29,24
"103",2,80,31,24
"104",2,80,18,24
"105",2,80,22,24
"106",1,80,34,24
"107",4,80,57,24
"108",1,80,16,24
"109",3,80,37,24
"110",4,80,52,24
"111",4,80,36,24
"112",4,80,43,24
"113",1,80,16,24
"114",2,80,8,24
"115",1,80,17,24
"116",4,120,55,24
"117",1,120,28,24
"118",2,120,34,24
"119",4,120,63,24
"120",3,120,54,24
"121",3,120,35,24
"122",1,120,13,24
"123",3,120,60,24
"124",2,120,29,24
"125",1,120,28,24
"126",3,120,59,24
"127",2,120,30,24
"128",4,120,61,24
"129",2,120,25,24
"130",4,120,59,24
"131",1,120,19,24
"132",1,160,21,24
"133",4,160,45,24
"134",1,160,25,24
"135",2,160,41,24
"136",3,160,48,24
"137",2,160,45,24
"138",4,160,55,24
"139",3,160,43,24
"140",4,160,48,24
"141",2,160,30,24
"142",1,160,19,24
"143",1,160,10,24
"144",2,160,47,24
"145",3,160,39,24
"146",3,160,61,24
"147",4,160,73,24
"148",2,320,30,24
"149",4,320,60,24
"150",2,320,38,24
"151",2,320,17,24
"152",4,320,88,24
"153",4,320,71,24
"154",1,320,14,24
"155",1,320,23,24
"156",3,320,60,24
"157",1,320,36,24
"158",1,320,34,24
"159",3,320,55,24
"160",3,320,52,24
"161",4,320,79,24
"162",2,320,33,24
"163",2,320,43,24
"164",1,320,9,24
"165",3,320,65,24
"166",3,640,70,24
"167",2,640,30,24
"168",1,640,22,24
"169",2,640,43,24
"170",4,640,93,24
"171",1,640,14,24
"172",2,640,54,24
"173",3,640,41,24
"174",4,640,81,24
"175",3,640,69,24
"176",2,640,23,24
"177",3,640,51,24
"178",1,640,36,24
"179",1,640,22,24
"180",4,640,73,24
"181",4,640,100,24
