"","Npredator","Nprey","Nconsumed.mean","Nconsumed.se","n","Time"
"1",1,4,1.295,0.677,6,72
"2",2,4,1.657,0.704,6,72
"3",4,4,1.593,0.521,6,72
"4",1,16,14.156,0.751,6,72
"5",2,16,11.743,2.353,6,72
"6",4,16,8.973,2.586,6,72
