"","Npredator","Nprey","Nconsumed.mean","Nconsumed.se","n","Time"
"1",2,100,56.09,11.04,10,15
"2",4,100,65.4,5.7,10,15
"3",8,100,77.64,12.59,10,15
"4",1,5,2,0.42,10,15
"5",1,10,5,0.33,10,15
"6",1,20,10.99,1.15,10,15
"7",1,50,28.99,2.62,10,15
"8",1,100,45.97,8.08,10,15
"9",1,200,49.95,7.06,10,15
