"","Npredator","Nprey","Nconsumed.mean","Nconsumed.se","n","Time"
"1",2,100,28.85,2.35,10,15
"2",4,100,34.85,2.09,10,15
"3",8,100,41.99,7.35,10,15
"4",1,5,1,0.68,10,15
"5",1,10,1.99,0.79,10,15
"6",1,20,4.99,1.86,10,15
"7",1,50,17,4.88,10,15
"8",1,100,19.93,5.41,10,15
"9",1,200,23.88,16.54,10,15
