"dataname","replacement","MainPrey","Npredator","Nprey.MainPrey","Nconsumed.MainPrey.mean","Nconsumed.MainPrey.se","Nprey.AltPrey","Nconsumed.AltPrey.mean","Nconsumed.AltPrey.se","n","Nconsumed.MainPrey.var","Nconsumed.AltPrey.var","log.Nconsumed.MainPrey.mean","log.Nconsumed.AltPrey.mean","log.Nconsumed.MainPrey.var","log.Nconsumed.AltPrey.var","log.Nprey.MainPrey","log.Nprey.AltPrey","weights"
"Elliot_2006_i5",TRUE,"Prey1",1,100,6.3,0.35,100,9.1,0.32,10,12.25,10.24,1.84054963339749,2.2082744135228,2.50552593699074,2.32630161961136,4.60517018598809,4.60517018598809,10
"Elliot_2006_i5",TRUE,"Prey1",1,120,8.9,0.32,80,6.4,0.31,10,10.24,9.61,2.18605127673809,1.85629799036563,2.32630161961136,2.2628042229822,4.78749174278205,4.38202663467388,10
"Elliot_2006_i5",TRUE,"Prey1",1,140,11.4,0.43,60,3.9,0.53,10,18.49,28.09,2.43361335540045,1.3609765531356,2.91723004539903,3.33541364111615,4.9416424226093,4.0943445622221,10
"Elliot_2006_i5",TRUE,"Prey1",1,160,13.4,0.35,40,1.8,0.29,10,12.25,8.41,2.59525470695687,0.587786664902119,2.50552593699074,2.12942147398486,5.07517381523383,3.68887945411394,10
"Elliot_2006_i5",TRUE,"Prey1",1,180,14.7,0.64,20,0.5,0.19,10,40.96,3.61,2.68784749378469,-0.693147180559945,3.71259598073125,1.28370777234479,5.19295685089021,2.99573227355399,10
"Elliot_2006_i5",TRUE,"Prey2",1,180,15.3,0.71,20,0.3,0.18,10,50.41,3.24,2.72785282839839,-1.20397280432594,3.92018956809454,1.17557332980424,5.19295685089021,2.99573227355399,10
"Elliot_2006_i5",TRUE,"Prey2",1,160,14.6,0.69,40,1,0.17,10,47.61,2.89,2.68102152871429,0,3.86304282320643,1.06125650212434,5.07517381523383,3.68887945411394,10
"Elliot_2006_i5",TRUE,"Prey2",1,140,13.3,0.39,60,2.2,0.23,10,15.21,5.29,2.58776403522771,0.78845736036427,2.7219531062712,1.66581824587021,4.9416424226093,4.0943445622221,10
"Elliot_2006_i5",TRUE,"Prey2",1,120,11.7,0.46,80,4.1,0.36,10,21.16,12.96,2.45958884180371,1.41098697371026,3.0521126069901,2.56186769092413,4.78749174278205,4.38202663467388,10
"Elliot_2006_i5",TRUE,"Prey2",1,100,9.1,0.32,100,6.3,0.35,10,10.24,12.25,2.2082744135228,1.84054963339749,2.32630161961136,2.50552593699074,4.60517018598809,4.60517018598809,10
"Elliot_2006_i5",TRUE,"Prey2",1,80,6.4,0.31,120,8.9,0.32,10,9.61,10.24,1.85629799036563,2.18605127673809,2.2628042229822,2.32630161961136,4.38202663467388,4.78749174278205,10
"Elliot_2006_i5",TRUE,"Prey2",1,60,3.9,0.53,140,11.4,0.43,10,28.09,18.49,1.3609765531356,2.43361335540045,3.33541364111615,2.91723004539903,4.0943445622221,4.9416424226093,10
"Elliot_2006_i5",TRUE,"Prey2",1,40,1.8,0.29,160,13.4,0.35,10,8.41,12.25,0.587786664902119,2.59525470695687,2.12942147398486,2.50552593699074,3.68887945411394,5.07517381523383,10
"Elliot_2006_i5",TRUE,"Prey2",1,20,0.5,0.19,180,14.7,0.64,10,3.61,40.96,-0.693147180559945,2.68784749378469,1.28370777234479,3.71259598073125,2.99573227355399,5.19295685089021,10
"Elliot_2006_i5B",TRUE,"Prey1",1,20,0.4,0.19,180,15.3,0.46,10,3.61,21.16,-0.916290731874155,2.72785282839839,1.28370777234479,3.0521126069901,2.99573227355399,5.19295685089021,10
"Elliot_2006_i5B",TRUE,"Prey1",1,40,1.7,0.18,160,14,0.97,10,3.24,94.09,0.53062825106217,2.63905732961526,1.17557332980424,4.54425177101867,3.68887945411394,5.07517381523383,10
"Elliot_2006_i5B",TRUE,"Prey1",1,60,4,0.38,140,11.8,0.41,10,14.44,16.81,1.38629436111989,2.46809953147162,2.67000213346468,2.82197394742052,4.0943445622221,4.9416424226093,10
"Elliot_2006_i5B",TRUE,"Prey1",1,80,6.9,0.32,120,8.9,0.44,10,10.24,19.36,1.93152141160321,2.18605127673809,2.32630161961136,2.96320908184843,4.38202663467388,4.78749174278205,10
