"","Npredator","Nprey","Nconsumed.mean","Nconsumed.se","n","Time"
"1",1,16,2.14,NA,7,24.7
"2",1,32,4.14,NA,7,24.7
"3",1,64,4.29,NA,7,24.7
"4",1,128,4.57,NA,7,24.7
"5",2,16,1.29,NA,7,24.7
"6",2,32,8.29,NA,7,24.7
"7",2,64,8.14,NA,7,24.7
"8",2,128,9.14,NA,7,24.7
"9",3,16,1.71,NA,7,24.7
"10",3,32,6.43,NA,7,24.7
"11",3,64,7.86,NA,7,24.7
"12",3,128,13.57,NA,7,24.7
"13",4,16,2.29,NA,7,24.7
"14",4,32,7.29,NA,7,24.7
"15",4,64,8.71,NA,7,24.7
"16",4,128,18,NA,7,24.7
